Date,S_J_exact,S_J_normalized,S_J_return,rolling_sharpe_60d,portfolio_return_aux,portfolio_wealth_aux,weight_risky_t,weight_risky_prevday
2000-01-03,,,,,,,,
2000-01-04,,,,,,,,
2000-01-05,,,,,,,,
2000-01-06,,,,,,,,
2000-01-07,,,,,,,,
2000-01-10,,,,,,,,
2000-01-11,,,,,,,,
2000-01-12,,,,,,,,
2000-01-13,,,,,,,,
2000-01-14,,,,,,,,
2000-01-18,,,,,,,,
2000-01-19,,,,,,,,
2000-01-20,,,,,,,,
2000-01-21,,,,,,,,
2000-01-24,,,,,,,,
2000-01-25,,,,,,,,
2000-01-26,,,,,,,,
2000-01-27,,,,,,,,
2000-01-28,,,,,,,,
2000-01-31,,,,,,,,
2000-02-01,,,,,,,,
2000-02-02,,,,,,,,
2000-02-03,,,,,,,,
2000-02-04,,,,,,,,
2000-02-07,,,,,,,,
2000-02-08,,,,,,,,
2000-02-09,,,,,,,,
2000-02-10,,,,,,,,
2000-02-11,,,,,,,,
2000-02-14,,,,,,,,
2000-02-15,,,,,,,,
2000-02-16,,,,,,,,
2000-02-17,,,,,,,,
2000-02-18,,,,,,,,
2000-02-22,,,,,,,,
2000-02-23,,,,,,,,
2000-02-24,,,,,,,,
2000-02-25,,,,,,,,
2000-02-28,,,,,,,,
2000-02-29,,,,,,,,
2000-03-01,,,,,,,,
2000-03-02,,,,,,,,
2000-03-03,,,,,,,,
2000-03-06,,,,,,,,
2000-03-07,,,,,,,,
2000-03-08,,,,,,,,
2000-03-09,,,,,,,,
2000-03-10,,,,,,,,
2000-03-13,,,,,,,,
2000-03-14,,,,,,,,
2000-03-15,,,,,,,,
2000-03-16,,,,,,,,
2000-03-17,,,,,,,,
2000-03-20,,,,,,,,
2000-03-21,,,,,,,,
2000-03-22,,,,,,,,
2000-03-23,,,,,,,,
2000-03-24,,,,,,,,
2000-03-27,,,,,,,,
2000-03-28,,,,,,,,
2000-03-29,,,,,,,,
2000-03-30,,,,,,,,
2000-03-31,,,,,,,,
2000-04-03,,,,,,,,
2000-04-04,,,,,,,,
2000-04-05,,,,,,,,
2000-04-06,,,,,,,,
2000-04-07,,,,,,,,
2000-04-10,,,,,,,,
2000-04-11,,,,,,,,
2000-04-12,,,,,,,,
2000-04-13,,,,,,,,
2000-04-14,,,,,,,,
2000-04-17,,,,,,,,
2000-04-18,,,,,,,,
2000-04-19,,,,,,,,
2000-04-20,,,,,,,,
2000-04-24,,,,,,,,
2000-04-25,,,,,,,,
2000-04-26,,,,,,,,
2000-04-27,,,,,,,,
2000-04-28,,,,,,,,
2000-05-01,,,,,,,,
2000-05-02,,,,,,,,
2000-05-03,,,,,,,,
2000-05-04,,,,,,,,
2000-05-05,,,,,,,,
2000-05-08,,,,,,,,
2000-05-09,,,,,,,,
2000-05-10,,,,,,,,
2000-05-11,,,,,,,,
2000-05-12,,,,,,,,
2000-05-15,,,,,,,,
2000-05-16,,,,,,,,
2000-05-17,,,,,,,,
2000-05-18,,,,,,,,
2000-05-19,,,,,,,,
2000-05-22,,,,,,,,
2000-05-23,,,,,,,,
2000-05-24,,,,,,,,
2000-05-25,10.265871622853545,1.0,,,,,0.23237699656538244,
2000-05-26,10.584091775962367,1.030997869913005,0.03052713899292615,,0.03189486004924921,1.0324089521721969,0.2360696639986942,0.23237699656538244
2000-05-30,10.452640359689903,1.018193168948322,-0.012497485478142365,,0.015565848142330458,1.0486049987251136,0.24251957130754467,0.2360696639986942
2000-05-31,10.331392174546341,1.0063823661643045,-0.011667568401086988,,-0.023732222243789427,1.0240122464276349,0.24140599402996793,0.24251957130754467
2000-06-01,10.34329222892769,1.007541552136868,0.0011511716902926153,,0.007413128955514975,1.0316315879500124,0.24023279803373485,0.24140599402996793
2000-06-02,10.40813051122171,1.013857458342989,0.006249064857360081,,0.02436471233370259,1.0570757054197868,0.23016659015197918,0.24023279803373485
2000-06-05,10.313175963732808,1.0046079225045008,-0.009164983130785623,,-0.02211242377025424,1.033957738575127,0.22525124903614102,0.23016659015197918
2000-06-06,10.259982259055347,0.9994263162433195,-0.0051711869067333546,,-0.019690438799722324,1.0137977874963642,0.2226242976968563,0.22525124903614102
2000-06-07,10.499972069645793,1.0228037574784299,0.023121486521982943,,0.023053057139029366,1.0374403959711511,0.22224892893192755,0.2226242976968563
2000-06-08,10.467020631191138,1.0195939532196956,-0.0031431751852631644,,-0.002488499038480754,1.0348619361213443,0.22210426684191167,0.22224892893192755
2000-06-09,10.4445300081138,1.0174031384595275,-0.0021510247744996225,,-0.006065865063343501,1.0286036035475528,0.21532609464236538,0.22210426684191167
2000-06-12,10.467580547291934,1.0196484947258986,0.0022045167035940065,,-0.011383072540474303,1.016961322290492,0.21489796553091647,0.21532609464236538
2000-06-13,10.648758780990644,1.0372970919765574,0.017160425107484237,,0.01613135781813465,1.033499320827648,0.21483315554458574,0.21489796553091647
2000-06-14,10.571817242350999,1.0298022058659264,-0.007251629336186103,,-0.017075165862402333,1.0160019588125038,0.2127623380004205,0.21483315554458574
2000-06-15,11.042078529753702,1.0756104240746778,0.04352158610916605,,0.041012318509377844,1.058536819542563,0.21947781467217567,0.2127623380004205
2000-06-16,10.974793425186482,1.0690561725664636,-0.006112159272878912,,-0.006741573186751155,1.0514246167572858,0.21886234521943282,0.21947781467217567
2000-06-19,10.740998435847777,1.0462821697415854,-0.021533087486173462,,-0.018395565880231373,1.0322598794826892,0.2212327366396318,0.21886234521943282
2000-06-20,10.530212786995657,1.0257495100127343,-0.019819515357842068,,-0.017827474894546322,1.0140203577736846,0.21528123408020983,0.2212327366396318
2000-06-21,10.590562145216964,1.0316281494929864,0.005714707216480175,,0.008002499576360312,1.0221676109732003,0.21957499996672453,0.21528123408020983
