date,signal_source_date,money,shares,price,wealth,macd_signal,bayes_signal,rule_signal,action,g,trade_cash,trade_shares
2019-11-08,2019-11-07,10755.11243164511,1000.9376523202371,89.29399871826172,100132.83787498827,1,0,0,1,0.2,-2688.7781079112774,30.11152089173255
2019-11-11,2019-11-08,8604.175986215541,1025.2205984785655,88.5824966430664,99420.77620934561,1,0,0,1,0.2,-2151.043996553886,24.28294615832838
2019-11-12,2019-11-11,6883.4096223803235,1044.5777680630242,88.9000015258789,99746.37479708236,1,0,0,1,0.2,-1720.852405595081,19.357169584458767
2019-11-13,2019-11-12,5506.782765181239,1060.2835213228698,87.65550231933594,98446.46742765173,1,0,0,1,0.2,-1376.6956912953096,15.705753259845551
2019-11-14,2019-11-13,4405.470266407113,1072.8375795066,87.7300033569336,98525.51471796563,0,1,0,1,0.2,-1101.3675666017782,12.554058183730065
2019-11-15,2019-11-14,4405.5143211097775,1072.8375795066,86.97450256347656,97715.02913010053,0,0,0,0,0.2,0.0,0.0
2019-11-18,2019-11-15,23207.35945009194,858.2700636052799,87.62650299072266,98414.56374544773,-1,0,-1,-1,0.2,18801.80107383895,-214.56751590132
2019-11-19,2019-11-18,38251.26396873841,686.6160508842239,87.6395034790039,98425.95374894628,-1,0,0,-1,0.2,15043.672445051969,-171.654012721056
2019-11-20,2019-11-19,38251.6464813781,686.6160508842239,87.27649688720703,98177.09010908144,-1,0,1,0,0.2,0.0,0.0
2019-11-21,2019-11-20,50162.82581638865,549.2928407073791,86.7354965209961,97806.01309057159,-1,0,0,-1,0.2,11910.796818545736,-137.32321017684478
2019-11-22,2019-11-21,50163.32744464681,549.2928407073791,87.28600311279297,98108.904048466,-1,0,1,0,0.2,0.0,0.0
2019-11-25,2019-11-22,59907.4053510402,439.4342725659033,88.69200134277344,98881.71044351597,-1,0,0,-1,0.2,9743.57627311894,-109.85856814147583
2019-11-26,2019-11-25,59908.00442509371,439.4342725659033,89.84700012207031,99389.8555659643,-1,0,1,0,0.2,0.0,0.0
2019-11-27,2019-11-26,59908.603505137966,439.4342725659033,90.92549896240234,99864.38399937304,0,0,0,0,0.2,0.0,0.0
2019-11-29,2019-11-27,47927.36207293842,572.5066892296436,90.04000091552734,99475.86489532105,1,0,1,1,0.2,-11981.840518234605,133.07241666374023
2019-12-02,2019-11-29,38342.27307724732,680.1129765250953,89.08000183105469,98926.73827142688,1,0,1,1,0.2,-9585.56826931183,107.60628729545166
2019-12-03,2019-12-02,30674.125199982478,766.765004873723,88.49800109863281,98531.29544369041,1,0,1,1,0.2,-7668.5312999956195,86.65202834862774
2019-12-04,2019-12-03,24539.545552987584,836.4523022371447,88.03450012207031,98176.20585638948,1,0,1,1,0.2,-6134.886388246897,69.68729736342169
2019-12-05,2019-12-04,19631.83275875449,892.850055416179,87.02400207519531,97331.21783413031,1,0,1,1,0.2,-4907.958189688623,56.397753179034176
2019-12-06,2019-12-05,35271.19097472333,714.2800443329431,87.58000183105469,97827.83856528832,-1,0,-1,-1,0.2,15639.161897641248,-178.5700110832358
2019-12-09,2019-12-06,35271.54368663308,714.2800443329431,87.47550201416016,97753.54914335386,-1,0,1,0,0.2,0.0,0.0
2019-12-10,2019-12-09,47694.726736040204,571.4240354663546,86.96050262451172,97386.0480719212,-1,0,0,-1,0.2,12422.83033397025,-142.85600886658864
2019-12-11,2019-12-10,57687.80973452064,457.13922837308365,87.43599700927734,97658.23393937293,-1,0,0,-1,0.2,9992.606051213073,-114.28480709327091
2019-12-12,2019-12-11,57688.38661261799,457.13922837308365,88.0165023803711,97924.18259487851,-1,0,1,0,0.2,0.0,0.0
2019-12-13,2019-12-12,65738.91075674209,365.71138269846693,88.0469970703125,97938.69979777394,-1,0,0,-1,0.2,8049.947260257963,-91.42784567461673
2019-12-16,2019-12-13,72209.77069165197,292.56910615877354,88.46050262451172,98090.5808748612,-1,0,0,-1,0.2,6470.202545802308,-73.14227653969338
2019-12-17,2019-12-16,77449.41057784577,234.05528492701882,89.53299713134766,98405.08173179331,-1,0,0,-1,0.2,5238.917788486884,-58.51382123175471
2019-12-18,2019-12-17,61960.14805756125,407.7074883651808,89.20149993896484,98328.26755608343,0,0,1,1,0.2,-15490.037014390313,173.65220343816193
2019-12-19,2019-12-18,49568.614127233464,545.9911689424644,89.61399841308594,98497.06587440241,1,0,0,1,0.2,-12392.153531808368,138.28368057728352
2019-12-20,2019-12-19,39655.28785069979,656.9771448884735,89.32499694824219,98339.76931292756,1,0,0,1,0.2,-9913.821962674949,110.98597594600916
2019-12-23,2019-12-20,31724.54752286264,745.4449278859586,89.6500015258789,98553.68644529753,1,0,0,1,0.2,-7931.1368807156605,88.46778299748507
2019-12-24,2019-12-23,25379.891814670296,816.3697803909688,89.46050262451172,98412.74269590862,1,0,0,1,0.2,-6344.972953667574,70.92485250501022
2019-12-26,2019-12-24,20304.116490870754,870.6945946009487,93.4384994506836,101660.51289020467,1,0,0,1,0.2,-5076.0291227176895,54.32481420997984
2019-12-27,2019-12-26,16243.455625628532,914.1309407256377,93.48999786376953,101705.55532127403,1,-1,1,1,0.2,-4060.863906407133,43.436346124689045
2019-12-30,2019-12-27,12994.894448147832,949.3114191908663,92.34449768066406,100658.5805958467,1,0,0,1,0.2,-3248.723612036958,35.18047846522864
2019-12-31,2019-12-30,10396.019517673853,977.4416136610859,92.39199829101562,100703.80341661644,1,0,0,1,0.2,-2599.004879418463,28.130194470219564
2020-01-02,2019-12-31,8316.898782295224,999.3511373383938,94.90049743652344,103155.81882946423,1,0,0,1,0.2,-2079.224695573806,21.90952367730788
2020-01-03,2020-01-02,6653.585561026438,1017.094316624692,93.74849700927734,102004.64906126937,1,1,-1,1,0.2,-1663.3963902566095,17.743179286298318
2020-01-06,2020-01-03,5322.921677505639,1031.0808050910705,95.14399719238281,103424.07090221027,1,0,1,1,0.2,-1330.7304193764098,13.986488466378493
2020-01-07,2020-01-06,4258.379925377932,1042.2467528318266,95.34300231933594,103629.31449794312,1,0,1,1,0.2,-1064.594981344483,11.165947740755998
2020-01-08,2020-01-07,3406.738007341749,1051.2499027106355,94.59850311279297,102853.40520123711,1,0,1,1,0.2,-851.6845018354372,9.003149878808815
2020-01-09,2020-01-08,3406.7720747218227,1051.2499027106355,95.05249786376953,103330.70120641244,1,0,-1,0,0.2,0.0,0.0
2020-01-10,2020-01-09,2725.444913954056,1058.486263394243,94.15799713134766,102390.39146620009,1,0,1,1,0.2,-681.361228488514,7.236360683607522
2020-01-13,2020-01-10,2180.377734722557,1064.2504934963717,94.56500244140625,102821.22825047476,1,0,0,1,0.2,-545.0944336806392,5.76423010212882
2020-01-14,2020-01-13,1744.3196307999235,1068.915846833526,93.47200012207031,101658.02179650616,1,0,0,1,0.2,-436.0799076999809,4.665353337154225
2020-01-15,2020-01-14,1744.3370739962315,1068.915846833526,93.10099792480469,101261.46911183518,1,0,-1,0,0.2,0.0,0.0
2020-01-16,2020-01-15,1744.3545173669715,1068.915846833526,93.89700317382812,102112.34918004974,0,0,0,0,0.2,0.0,0.0
2020-01-17,2020-01-16,1395.4975687297162,1072.6576889541022,93.23600006103516,101405.80992152421,0,0,1,1,0.2,-348.8743921824291,3.7418421205762282
2020-01-21,2020-01-17,1395.5115237054035,1072.6576889541022,94.5999984741211,102868.92726201772,0,0,0,0,0.2,0.0,0.0
